"Date","Location","Latitude","Longitude","Trap_Type","Quinx","Aeae","Aealb","Aem","Cxn","Psc","YearMonth","UTM_E","UTM_N","NDVI","Precip","TMean","WindMean","nightlight","Elevation","trees","shrubs","grassland","cropland","built","water","wetland","LC_majority_code","LC_majority_label"
"2018-11-13","Momance",18.52811111,-72.56616667,"CDC Gravid",3,7,3,1,32,0,"2018-11",756936.213460593,2050350.15669399,176.403719093551,75.3938668988407,26.2874030244998,1.79999995231628,0.378869036033122,58.5780814391725,0.381840021914011,0.00461607408174584,0.36949500014035,0.0210351272687147,0.0722339611026309,0.129504640756382,0.0118020111718866,10,"trees"
"2018-11-13","Momance",18.52811111,-72.56616667,"BG- Sentinel",5,0,4,1,15,0,"2018-11",756936.213460593,2050350.15669399,176.403719093551,75.3938668988407,26.2874030244998,1.79999995231628,0.378869036033122,58.5780814391725,0.381840021914011,0.00461607408174584,0.36949500014035,0.0210351272687147,0.0722339611026309,0.129504640756382,0.0118020111718866,10,"trees"
"2018-11-13","Momance",18.52811111,-72.56616667,"CDC LT",0,0,0,0,5,0,"2018-11",756936.213460593,2050350.15669399,176.403719093551,75.3938668988407,26.2874030244998,1.79999995231628,0.378869036033122,58.5780814391725,0.381840021914011,0.00461607408174584,0.36949500014035,0.0210351272687147,0.0722339611026309,0.129504640756382,0.0118020111718866,10,"trees"
"2018-11-13","Ti Cousin",18.46094444,-72.65405556,"CDC Gravid",13,15,6,0,8,0,"2018-11",747750.307775065,2042790.59277138,179.038126716109,78.684257156004,26.1315747863157,1.8908026843484,0.0740600517823548,88.7326906477658,0.391917005764994,0.00232012947038713,0.34563056802035,0.0115619301309029,0.013199668580588,0.230859173851938,0.00159030985391993,10,"trees"
"2018-11-13","Ti Cousin",18.46094444,-72.65405556,"BG- Sentinel",22,17,9,0,8,0,"2018-11",747750.307775065,2042790.59277138,179.038126716109,78.684257156004,26.1315747863157,1.8908026843484,0.0740600517823548,88.7326906477658,0.391917005764994,0.00232012947038713,0.34563056802035,0.0115619301309029,0.013199668580588,0.230859173851938,0.00159030985391993,10,"trees"
"2018-11-13","Ti Cousin",18.46094444,-72.65405556,"CDC LT",1,2,0,0,26,0,"2018-11",747750.307775065,2042790.59277138,179.038126716109,78.684257156004,26.1315747863157,1.8908026843484,0.0740600517823548,88.7326906477658,0.391917005764994,0.00232012947038713,0.34563056802035,0.0115619301309029,0.013199668580588,0.230859173851938,0.00159030985391993,10,"trees"
"2018-11-13","Jean jean",18.47418056,-72.54289167,"CDC Gravid",0,1,0,0,40,0,"2018-11",759475.837195981,2044412.12670641,174.152007287753,79.8113917698593,24.7508389982832,1.70000004768372,0.0625680162665175,263.625002206867,0.392301899649418,0.0137542128931469,0.563752373835828,0.00418917898673749,0.00928143190938674,0.00199876492782184,0,30,"grassland"
"2018-11-13","Jean jean",18.47418056,-72.54289167,"BG- Sentinel",5,5,4,0,43,0,"2018-11",759475.837195981,2044412.12670641,174.152007287753,79.8113917698593,24.7508389982832,1.70000004768372,0.0625680162665175,263.625002206867,0.392301899649418,0.0137542128931469,0.563752373835828,0.00418917898673749,0.00928143190938674,0.00199876492782184,0,30,"grassland"
"2018-11-13","Jean jean",18.47418056,-72.54289167,"CDC LT",0,0,0,0,11,0,"2018-11",759475.837195981,2044412.12670641,174.152007287753,79.8113917698593,24.7508389982832,1.70000004768372,0.0625680162665175,263.625002206867,0.392301899649418,0.0137542128931469,0.563752373835828,0.00418917898673749,0.00928143190938674,0.00199876492782184,0,30,"grassland"
"2018-11-14","Sigueneau",18.51611111,-72.60211111,"CDC Gravid",10,5,4,2,2,0,"2018-11",753157.492277461,2048970.61876397,176.141097391658,75.9331282195904,26.2389380519974,1.83893784480266,0.39531615270133,30.8336171887552,0.412949736384376,0.000153900804639867,0.419422281545551,0.0266829149780328,0.0828305745726833,0.0431396538490204,0.00757598489255498,30,"grassland"
"2018-11-14","Sigueneau",18.51611111,-72.60211111,"BG- Sentinel",10,4,8,6,2,0,"2018-11",753157.492277461,2048970.61876397,176.141097391658,75.9331282195904,26.2389380519974,1.83893784480266,0.39531615270133,30.8336171887552,0.412949736384376,0.000153900804639867,0.419422281545551,0.0266829149780328,0.0828305745726833,0.0431396538490204,0.00757598489255498,30,"grassland"
"2018-11-14","Sigueneau",18.51611111,-72.60211111,"CDC LT",13,6,2,2,6,0,"2018-11",753157.492277461,2048970.61876397,176.141097391658,75.9331282195904,26.2389380519974,1.83893784480266,0.39531615270133,30.8336171887552,0.412949736384376,0.000153900804639867,0.419422281545551,0.0266829149780328,0.0828305745726833,0.0431396538490204,0.00757598489255498,30,"grassland"
"2018-11-14","Bas Miton",18.53441667,-72.63672222,"CDC Gravid",10,3,2,0,49,0,"2018-11",749475.164597559,2050949.10584588,173.965071471284,74.0278995363776,26.2999992370606,1.89999997615814,0.470693698143814,17.6930548792152,0.188703260964254,3.48455663856436e-05,0.228993447097655,0.0113703018981154,0.0525325951235566,0.509947441270702,0.00789155285394868,80,"water"
"2018-11-14","Bas Miton",18.53441667,-72.63672222,"BG- Sentinel",10,9,3,0,16,0,"2018-11",749475.164597559,2050949.10584588,173.965071471284,74.0278995363776,26.2999992370606,1.89999997615814,0.470693698143814,17.6930548792152,0.188703260964254,3.48455663856436e-05,0.228993447097655,0.0113703018981154,0.0525325951235566,0.509947441270702,0.00789155285394868,80,"water"
"2018-11-14","Bas Miton",18.53441667,-72.63672222,"CDC LT",3,4,3,0,51,0,"2018-11",749475.164597559,2050949.10584588,173.965071471284,74.0278995363776,26.2999992370606,1.89999997615814,0.470693698143814,17.6930548792152,0.188703260964254,3.48455663856436e-05,0.228993447097655,0.0113703018981154,0.0525325951235566,0.509947441270702,0.00789155285394868,80,"water"
"2018-11-14","Flon",18.53663889,-72.56677778,"CDC Gravid",11,10,0,0,27,0,"2018-11",756858.915499658,2051293.50179086,176.346708222151,75.3938668988407,26.2874030244998,1.79999995231628,0.394233522649061,46.0570819965114,0.325155642625947,0.00249821901472797,0.339711325517647,0.0187235755989531,0.062517422682009,0.23208270740735,0.0130515246782611,30,"grassland"
"2018-11-14","Flon",18.53663889,-72.56677778,"BG- Sentinel",8,3,0,1,18,0,"2018-11",756858.915499658,2051293.50179086,176.346708222151,75.3938668988407,26.2874030244998,1.79999995231628,0.394233522649061,46.0570819965114,0.325155642625947,0.00249821901472797,0.339711325517647,0.0187235755989531,0.062517422682009,0.23208270740735,0.0130515246782611,30,"grassland"
"2018-11-14","Flon",18.53663889,-72.56677778,"CDC LT",0,0,0,0,0,0,"2018-11",756858.915499658,2051293.50179086,176.346708222151,75.3938668988407,26.2874030244998,1.79999995231628,0.394233522649061,46.0570819965114,0.325155642625947,0.00249821901472797,0.339711325517647,0.0187235755989531,0.062517422682009,0.23208270740735,0.0130515246782611,30,"grassland"
"2018-11-14","Momance",18.52811111,-72.56616667,"CDC Gravid",0,17,2,0,53,0,"2018-11",756936.213460593,2050350.15669399,176.403719093551,75.3938668988407,26.2874030244998,1.79999995231628,0.378869036033122,58.5780814391725,0.381840021914011,0.00461607408174584,0.36949500014035,0.0210351272687147,0.0722339611026309,0.129504640756382,0.0118020111718866,10,"trees"
"2018-11-14","Momance",18.52811111,-72.56616667,"BG- Sentinel",0,18,0,0,0,0,"2018-11",756936.213460593,2050350.15669399,176.403719093551,75.3938668988407,26.2874030244998,1.79999995231628,0.378869036033122,58.5780814391725,0.381840021914011,0.00461607408174584,0.36949500014035,0.0210351272687147,0.0722339611026309,0.129504640756382,0.0118020111718866,10,"trees"
"2018-11-14","Momance",18.52811111,-72.56616667,"CDC LT",0,0,0,0,0,0,"2018-11",756936.213460593,2050350.15669399,176.403719093551,75.3938668988407,26.2874030244998,1.79999995231628,0.378869036033122,58.5780814391725,0.381840021914011,0.00461607408174584,0.36949500014035,0.0210351272687147,0.0722339611026309,0.129504640756382,0.0118020111718866,10,"trees"
"2018-11-14","Ti Cousin",18.46094444,-72.65405556,"CDC Gravid",15,6,3,0,3,0,"2018-11",747750.307775065,2042790.59277138,179.038126716109,78.684257156004,26.1315747863157,1.8908026843484,0.0740600517823548,88.7326906477658,0.391917005764994,0.00232012947038713,0.34563056802035,0.0115619301309029,0.013199668580588,0.230859173851938,0.00159030985391993,10,"trees"
"2018-11-14","Ti Cousin",18.46094444,-72.65405556,"BG- Sentinel",5,11,6,0,5,0,"2018-11",747750.307775065,2042790.59277138,179.038126716109,78.684257156004,26.1315747863157,1.8908026843484,0.0740600517823548,88.7326906477658,0.391917005764994,0.00232012947038713,0.34563056802035,0.0115619301309029,0.013199668580588,0.230859173851938,0.00159030985391993,10,"trees"
"2018-11-14","Ti Cousin",18.46094444,-72.65405556,"CDC LT",7,7,4,0,5,0,"2018-11",747750.307775065,2042790.59277138,179.038126716109,78.684257156004,26.1315747863157,1.8908026843484,0.0740600517823548,88.7326906477658,0.391917005764994,0.00232012947038713,0.34563056802035,0.0115619301309029,0.013199668580588,0.230859173851938,0.00159030985391993,10,"trees"
"2018-11-14","Jean jean",18.47418056,-72.54289167,"CDC Gravid",0,5,0,0,16,0,"2018-11",759475.837195981,2044412.12670641,174.152007287753,79.8113917698593,24.7508389982832,1.70000004768372,0.0625680162665175,263.625002206867,0.392301899649418,0.0137542128931469,0.563752373835828,0.00418917898673749,0.00928143190938674,0.00199876492782184,0,30,"grassland"
"2018-11-14","Jean jean",18.47418056,-72.54289167,"BG- Sentinel",0,7,0,0,42,0,"2018-11",759475.837195981,2044412.12670641,174.152007287753,79.8113917698593,24.7508389982832,1.70000004768372,0.0625680162665175,263.625002206867,0.392301899649418,0.0137542128931469,0.563752373835828,0.00418917898673749,0.00928143190938674,0.00199876492782184,0,30,"grassland"
"2018-11-14","Jean jean",18.47418056,-72.54289167,"CDC LT",0,0,0,0,0,0,"2018-11",759475.837195981,2044412.12670641,174.152007287753,79.8113917698593,24.7508389982832,1.70000004768372,0.0625680162665175,263.625002206867,0.392301899649418,0.0137542128931469,0.563752373835828,0.00418917898673749,0.00928143190938674,0.00199876492782184,0,30,"grassland"
"2018-11-26","Lasalle A",18.52258333,-72.38786111,"CDC Gravid",5,6,2,4,74,0,"2018-11",775778.667270234,2050001.74843232,163.685993663903,72.3098498575466,25.5728753320851,1.8049562614853,3.40251441753067,295.221854138263,0.25625062310226,0.0107546240237258,0.224253898563308,0.000139381321160698,0.290622637655993,0.209568527697682,7.35623639459239e-05,50,"built"
"2018-11-26","Lasalle A",18.52258333,-72.38786111,"BG- Sentinel",5,2,5,8,43,0,"2018-11",775778.667270234,2050001.74843232,163.685993663903,72.3098498575466,25.5728753320851,1.8049562614853,3.40251441753067,295.221854138263,0.25625062310226,0.0107546240237258,0.224253898563308,0.000139381321160698,0.290622637655993,0.209568527697682,7.35623639459239e-05,50,"built"
"2018-11-26","Lasalle A",18.52258333,-72.38786111,"CDC LT",4,2,4,0,51,0,"2018-11",775778.667270234,2050001.74843232,163.685993663903,72.3098498575466,25.5728753320851,1.8049562614853,3.40251441753067,295.221854138263,0.25625062310226,0.0107546240237258,0.224253898563308,0.000139381321160698,0.290622637655993,0.209568527697682,7.35623639459239e-05,50,"built"
"2018-11-26","Jean jean",18.47418056,-72.54289167,"CDC Gravid",0,3,0,0,35,0,"2018-11",759475.837195981,2044412.12670641,174.152007287753,79.8113917698593,24.7508389982832,1.70000004768372,0.0625680162665175,263.625002206867,0.392301899649418,0.0137542128931469,0.563752373835828,0.00418917898673749,0.00928143190938674,0.00199876492782184,0,30,"grassland"
"2018-11-26","Jean jean",18.47418056,-72.54289167,"BG- Sentinel",0,11,0,1,15,0,"2018-11",759475.837195981,2044412.12670641,174.152007287753,79.8113917698593,24.7508389982832,1.70000004768372,0.0625680162665175,263.625002206867,0.392301899649418,0.0137542128931469,0.563752373835828,0.00418917898673749,0.00928143190938674,0.00199876492782184,0,30,"grassland"
"2018-11-26","Jean jean",18.47418056,-72.54289167,"CDC LT",0,6,0,0,0,0,"2018-11",759475.837195981,2044412.12670641,174.152007287753,79.8113917698593,24.7508389982832,1.70000004768372,0.0625680162665175,263.625002206867,0.392301899649418,0.0137542128931469,0.563752373835828,0.00418917898673749,0.00928143190938674,0.00199876492782184,0,30,"grassland"
"2018-11-27","Lasalle A",18.52258333,-72.38786111,"CDC Gravid",0,2,0,3,47,0,"2018-11",775778.667270234,2050001.74843232,163.685993663903,72.3098498575466,25.5728753320851,1.8049562614853,3.40251441753067,295.221854138263,0.25625062310226,0.0107546240237258,0.224253898563308,0.000139381321160698,0.290622637655993,0.209568527697682,7.35623639459239e-05,50,"built"
"2018-11-27","Lasalle A",18.52258333,-72.38786111,"BG- Sentinel",1,1,5,0,26,0,"2018-11",775778.667270234,2050001.74843232,163.685993663903,72.3098498575466,25.5728753320851,1.8049562614853,3.40251441753067,295.221854138263,0.25625062310226,0.0107546240237258,0.224253898563308,0.000139381321160698,0.290622637655993,0.209568527697682,7.35623639459239e-05,50,"built"
"2018-11-27","Lasalle A",18.52258333,-72.38786111,"CDC LT",1,4,2,2,102,0,"2018-11",775778.667270234,2050001.74843232,163.685993663903,72.3098498575466,25.5728753320851,1.8049562614853,3.40251441753067,295.221854138263,0.25625062310226,0.0107546240237258,0.224253898563308,0.000139381321160698,0.290622637655993,0.209568527697682,7.35623639459239e-05,50,"built"
"2018-11-27","Jean jean",18.47418056,-72.54289167,"CDC Gravid",3,4,4,0,26,0,"2018-11",759475.837195981,2044412.12670641,174.152007287753,79.8113917698593,24.7508389982832,1.70000004768372,0.0625680162665175,263.625002206867,0.392301899649418,0.0137542128931469,0.563752373835828,0.00418917898673749,0.00928143190938674,0.00199876492782184,0,30,"grassland"
"2018-11-27","Jean jean",18.47418056,-72.54289167,"BG- Sentinel",0,3,3,2,25,0,"2018-11",759475.837195981,2044412.12670641,174.152007287753,79.8113917698593,24.7508389982832,1.70000004768372,0.0625680162665175,263.625002206867,0.392301899649418,0.0137542128931469,0.563752373835828,0.00418917898673749,0.00928143190938674,0.00199876492782184,0,30,"grassland"
"2018-11-27","Jean jean",18.47418056,-72.54289167,"CDC LT",0,0,0,0,6,0,"2018-11",759475.837195981,2044412.12670641,174.152007287753,79.8113917698593,24.7508389982832,1.70000004768372,0.0625680162665175,263.625002206867,0.392301899649418,0.0137542128931469,0.563752373835828,0.00418917898673749,0.00928143190938674,0.00199876492782184,0,30,"grassland"
"2018-11-28","Lasalle A",18.52258333,-72.38786111,"CDC Gravid",18,3,1,0,17,0,"2018-11",775778.667270234,2050001.74843232,163.685993663903,72.3098498575466,25.5728753320851,1.8049562614853,3.40251441753067,295.221854138263,0.25625062310226,0.0107546240237258,0.224253898563308,0.000139381321160698,0.290622637655993,0.209568527697682,7.35623639459239e-05,50,"built"
"2018-11-28","Lasalle A",18.52258333,-72.38786111,"BG- Sentinel",4,3,6,2,4,0,"2018-11",775778.667270234,2050001.74843232,163.685993663903,72.3098498575466,25.5728753320851,1.8049562614853,3.40251441753067,295.221854138263,0.25625062310226,0.0107546240237258,0.224253898563308,0.000139381321160698,0.290622637655993,0.209568527697682,7.35623639459239e-05,50,"built"
"2018-11-28","Lasalle A",18.52258333,-72.38786111,"CDC LT",6,5,1,0,22,0,"2018-11",775778.667270234,2050001.74843232,163.685993663903,72.3098498575466,25.5728753320851,1.8049562614853,3.40251441753067,295.221854138263,0.25625062310226,0.0107546240237258,0.224253898563308,0.000139381321160698,0.290622637655993,0.209568527697682,7.35623639459239e-05,50,"built"
"2018-11-28","Jean jean",18.47418056,-72.54289167,"CDC Gravid",0,0,0,0,0,0,"2018-11",759475.837195981,2044412.12670641,174.152007287753,79.8113917698593,24.7508389982832,1.70000004768372,0.0625680162665175,263.625002206867,0.392301899649418,0.0137542128931469,0.563752373835828,0.00418917898673749,0.00928143190938674,0.00199876492782184,0,30,"grassland"
"2018-11-28","Jean jean",18.47418056,-72.54289167,"BG- Sentinel",1,2,1,1,25,0,"2018-11",759475.837195981,2044412.12670641,174.152007287753,79.8113917698593,24.7508389982832,1.70000004768372,0.0625680162665175,263.625002206867,0.392301899649418,0.0137542128931469,0.563752373835828,0.00418917898673749,0.00928143190938674,0.00199876492782184,0,30,"grassland"
"2018-11-28","Jean jean",18.47418056,-72.54289167,"CDC LT",0,0,0,0,0,0,"2018-11",759475.837195981,2044412.12670641,174.152007287753,79.8113917698593,24.7508389982832,1.70000004768372,0.0625680162665175,263.625002206867,0.392301899649418,0.0137542128931469,0.563752373835828,0.00418917898673749,0.00928143190938674,0.00199876492782184,0,30,"grassland"
"2018-12-03","Lasalle A",18.52258333,-72.38786111,"CDC Gravid",3,4,0,0,56,0,"2018-12",775778.667270234,2050001.74843232,163.263735252594,20,24.3518539254144,1.79999995231628,3.40251441753067,295.221854138263,0.25625062310226,0.0107546240237258,0.224253898563308,0.000139381321160698,0.290622637655993,0.209568527697682,7.35623639459239e-05,50,"built"
"2018-12-03","Lasalle A",18.52258333,-72.38786111,"BG- Sentinel",0,0,7,1,0,0,"2018-12",775778.667270234,2050001.74843232,163.263735252594,20,24.3518539254144,1.79999995231628,3.40251441753067,295.221854138263,0.25625062310226,0.0107546240237258,0.224253898563308,0.000139381321160698,0.290622637655993,0.209568527697682,7.35623639459239e-05,50,"built"
"2018-12-03","Lasalle A",18.52258333,-72.38786111,"CDC LT",3,3,0,0,16,0,"2018-12",775778.667270234,2050001.74843232,163.263735252594,20,24.3518539254144,1.79999995231628,3.40251441753067,295.221854138263,0.25625062310226,0.0107546240237258,0.224253898563308,0.000139381321160698,0.290622637655993,0.209568527697682,7.35623639459239e-05,50,"built"
"2018-12-03","Lasalle B",18.52275,-72.56066667,"CDC Gravid",8,1,2,0,24,0,"2018-12",757525.156540427,2049764.41458898,175.488232268015,20.5392757560257,25.0810651753257,1.70000004768372,0.347155432120315,78.451210811439,0.417850204862694,0.00624412586593568,0.380870383329897,0.0196983731975906,0.0694548900381462,0.085430598830158,0.0099290409444688,10,"trees"
"2018-12-03","Lasalle B",18.52275,-72.56066667,"BG- Sentinel",1,4,6,3,30,0,"2018-12",757525.156540427,2049764.41458898,175.488232268015,20.5392757560257,25.0810651753257,1.70000004768372,0.347155432120315,78.451210811439,0.417850204862694,0.00624412586593568,0.380870383329897,0.0196983731975906,0.0694548900381462,0.085430598830158,0.0099290409444688,10,"trees"
"2018-12-03","Lasalle B",18.52275,-72.56066667,"CDC LT",3,0,0,0,10,0,"2018-12",757525.156540427,2049764.41458898,175.488232268015,20.5392757560257,25.0810651753257,1.70000004768372,0.347155432120315,78.451210811439,0.417850204862694,0.00624412586593568,0.380870383329897,0.0196983731975906,0.0694548900381462,0.085430598830158,0.0099290409444688,10,"trees"
"2018-12-04","Santo",18.53125,-72.53975,"CDC Gravid",15,1,0,0,0,0,"2018-12",759721.607111938,2050735.59797153,175.848963482483,20.3743019466327,24.6744994847922,1.72793347028334,0.342701271453497,114.117012408083,0.369375482149926,0.0075121015396856,0.308677585557716,0.0105088115470128,0.0660582906557045,0.224606125252025,0.008916567373223,10,"trees"
"2018-12-04","Santo",18.53125,-72.53975,"BG- Sentinel",4,7,1,0,0,0,"2018-12",759721.607111938,2050735.59797153,175.848963482483,20.3743019466327,24.6744994847922,1.72793347028334,0.342701271453497,114.117012408083,0.369375482149926,0.0075121015396856,0.308677585557716,0.0105088115470128,0.0660582906557045,0.224606125252025,0.008916567373223,10,"trees"
"2018-12-04","Santo",18.53125,-72.53975,"CDC LT",8,1,0,0,0,0,"2018-12",759721.607111938,2050735.59797153,175.848963482483,20.3743019466327,24.6744994847922,1.72793347028334,0.342701271453497,114.117012408083,0.369375482149926,0.0075121015396856,0.308677585557716,0.0105088115470128,0.0660582906557045,0.224606125252025,0.008916567373223,10,"trees"
"2018-12-04","Ti Boukan",18.49069444,-72.52511111,"CDC Gravid",0,2,1,2,0,0,"2018-12",761329.384338377,2046266.25912346,176.672604780274,21,23.6481055483644,1.70000004768372,0.112425428853599,288.915570016662,0.456616385902285,0.0141966370221811,0.494059810363051,0.00126314933619325,0.0187236480914346,0.00197554620319572,0,30,"grassland"
"2018-12-04","Ti Boukan",18.49069444,-72.52511111,"BG- Sentinel",0,1,2,1,4,0,"2018-12",761329.384338377,2046266.25912346,176.672604780274,21,23.6481055483644,1.70000004768372,0.112425428853599,288.915570016662,0.456616385902285,0.0141966370221811,0.494059810363051,0.00126314933619325,0.0187236480914346,0.00197554620319572,0,30,"grassland"
"2018-12-04","Ti Boukan",18.49069444,-72.52511111,"CDC LT",0,0,0,0,0,0,"2018-12",761329.384338377,2046266.25912346,176.672604780274,21,23.6481055483644,1.70000004768372,0.112425428853599,288.915570016662,0.456616385902285,0.0141966370221811,0.494059810363051,0.00126314933619325,0.0187236480914346,0.00197554620319572,0,30,"grassland"
"2018-12-04","Lasalle A",18.52258333,-72.38786111,"CDC Gravid",0,0,0,1,22,0,"2018-12",775778.667270234,2050001.74843232,163.263735252594,20,24.3518539254144,1.79999995231628,3.40251441753067,295.221854138263,0.25625062310226,0.0107546240237258,0.224253898563308,0.000139381321160698,0.290622637655993,0.209568527697682,7.35623639459239e-05,50,"built"
"2018-12-04","Lasalle A",18.52258333,-72.38786111,"BG- Sentinel",0,2,6,0,0,0,"2018-12",775778.667270234,2050001.74843232,163.263735252594,20,24.3518539254144,1.79999995231628,3.40251441753067,295.221854138263,0.25625062310226,0.0107546240237258,0.224253898563308,0.000139381321160698,0.290622637655993,0.209568527697682,7.35623639459239e-05,50,"built"
"2018-12-04","Lasalle A",18.52258333,-72.38786111,"CDC LT",0,0,0,2,26,0,"2018-12",775778.667270234,2050001.74843232,163.263735252594,20,24.3518539254144,1.79999995231628,3.40251441753067,295.221854138263,0.25625062310226,0.0107546240237258,0.224253898563308,0.000139381321160698,0.290622637655993,0.209568527697682,7.35623639459239e-05,50,"built"
"2018-12-04","Lasalle B",18.52275,-72.56066667,"CDC Gravid",5,0,2,0,40,0,"2018-12",757525.156540427,2049764.41458898,175.488232268015,20.5392757560257,25.0810651753257,1.70000004768372,0.347155432120315,78.451210811439,0.417850204862694,0.00624412586593568,0.380870383329897,0.0196983731975906,0.0694548900381462,0.085430598830158,0.0099290409444688,10,"trees"
"2018-12-04","Lasalle B",18.52275,-72.56066667,"BG- Sentinel",0,1,1,2,31,0,"2018-12",757525.156540427,2049764.41458898,175.488232268015,20.5392757560257,25.0810651753257,1.70000004768372,0.347155432120315,78.451210811439,0.417850204862694,0.00624412586593568,0.380870383329897,0.0196983731975906,0.0694548900381462,0.085430598830158,0.0099290409444688,10,"trees"
"2018-12-04","Lasalle B",18.52275,-72.56066667,"CDC LT",0,0,0,0,15,0,"2018-12",757525.156540427,2049764.41458898,175.488232268015,20.5392757560257,25.0810651753257,1.70000004768372,0.347155432120315,78.451210811439,0.417850204862694,0.00624412586593568,0.380870383329897,0.0196983731975906,0.0694548900381462,0.085430598830158,0.0099290409444688,10,"trees"
"2018-12-05","Santo",18.53125,-72.53975,"CDC Gravid",5,1,0,0,0,0,"2018-12",759721.607111938,2050735.59797153,175.848963482483,20.3743019466327,24.6744994847922,1.72793347028334,0.342701271453497,114.117012408083,0.369375482149926,0.0075121015396856,0.308677585557716,0.0105088115470128,0.0660582906557045,0.224606125252025,0.008916567373223,10,"trees"
"2018-12-05","Santo",18.53125,-72.53975,"BG- Sentinel",3,5,0,0,0,0,"2018-12",759721.607111938,2050735.59797153,175.848963482483,20.3743019466327,24.6744994847922,1.72793347028334,0.342701271453497,114.117012408083,0.369375482149926,0.0075121015396856,0.308677585557716,0.0105088115470128,0.0660582906557045,0.224606125252025,0.008916567373223,10,"trees"
"2018-12-05","Santo",18.53125,-72.53975,"CDC LT",4,1,0,0,0,0,"2018-12",759721.607111938,2050735.59797153,175.848963482483,20.3743019466327,24.6744994847922,1.72793347028334,0.342701271453497,114.117012408083,0.369375482149926,0.0075121015396856,0.308677585557716,0.0105088115470128,0.0660582906557045,0.224606125252025,0.008916567373223,10,"trees"
"2018-12-05","Ti Boukan",18.49069444,-72.52511111,"CDC Gravid",0,3,0,0,0,0,"2018-12",761329.384338377,2046266.25912346,176.672604780274,21,23.6481055483644,1.70000004768372,0.112425428853599,288.915570016662,0.456616385902285,0.0141966370221811,0.494059810363051,0.00126314933619325,0.0187236480914346,0.00197554620319572,0,30,"grassland"
"2018-12-05","Ti Boukan",18.49069444,-72.52511111,"BG- Sentinel",0,4,0,0,0,0,"2018-12",761329.384338377,2046266.25912346,176.672604780274,21,23.6481055483644,1.70000004768372,0.112425428853599,288.915570016662,0.456616385902285,0.0141966370221811,0.494059810363051,0.00126314933619325,0.0187236480914346,0.00197554620319572,0,30,"grassland"
"2018-12-05","Ti Boukan",18.49069444,-72.52511111,"CDC LT",0,0,0,0,0,0,"2018-12",761329.384338377,2046266.25912346,176.672604780274,21,23.6481055483644,1.70000004768372,0.112425428853599,288.915570016662,0.456616385902285,0.0141966370221811,0.494059810363051,0.00126314933619325,0.0187236480914346,0.00197554620319572,0,30,"grassland"
"2018-12-05","Lasalle A",18.52258333,-72.38786111,"CDC Gravid",2,4,3,2,30,0,"2018-12",775778.667270234,2050001.74843232,163.263735252594,20,24.3518539254144,1.79999995231628,3.40251441753067,295.221854138263,0.25625062310226,0.0107546240237258,0.224253898563308,0.000139381321160698,0.290622637655993,0.209568527697682,7.35623639459239e-05,50,"built"
"2018-12-05","Lasalle A",18.52258333,-72.38786111,"BG- Sentinel",4,0,5,1,11,0,"2018-12",775778.667270234,2050001.74843232,163.263735252594,20,24.3518539254144,1.79999995231628,3.40251441753067,295.221854138263,0.25625062310226,0.0107546240237258,0.224253898563308,0.000139381321160698,0.290622637655993,0.209568527697682,7.35623639459239e-05,50,"built"
"2018-12-05","Lasalle A",18.52258333,-72.38786111,"CDC LT",0,0,0,0,0,0,"2018-12",775778.667270234,2050001.74843232,163.263735252594,20,24.3518539254144,1.79999995231628,3.40251441753067,295.221854138263,0.25625062310226,0.0107546240237258,0.224253898563308,0.000139381321160698,0.290622637655993,0.209568527697682,7.35623639459239e-05,50,"built"
"2018-12-05","Lasalle B",18.52275,-72.56066667,"CDC Gravid",2,2,0,0,41,0,"2018-12",757525.156540427,2049764.41458898,175.488232268015,20.5392757560257,25.0810651753257,1.70000004768372,0.347155432120315,78.451210811439,0.417850204862694,0.00624412586593568,0.380870383329897,0.0196983731975906,0.0694548900381462,0.085430598830158,0.0099290409444688,10,"trees"
"2018-12-05","Lasalle B",18.52275,-72.56066667,"BG- Sentinel",2,6,1,0,23,0,"2018-12",757525.156540427,2049764.41458898,175.488232268015,20.5392757560257,25.0810651753257,1.70000004768372,0.347155432120315,78.451210811439,0.417850204862694,0.00624412586593568,0.380870383329897,0.0196983731975906,0.0694548900381462,0.085430598830158,0.0099290409444688,10,"trees"
"2018-12-05","Lasalle B",18.52275,-72.56066667,"CDC LT",0,0,0,0,4,0,"2018-12",757525.156540427,2049764.41458898,175.488232268015,20.5392757560257,25.0810651753257,1.70000004768372,0.347155432120315,78.451210811439,0.417850204862694,0.00624412586593568,0.380870383329897,0.0196983731975906,0.0694548900381462,0.085430598830158,0.0099290409444688,10,"trees"
"2018-12-06","Santo",18.53125,-72.53975,"CDC Gravid",1,0,1,0,0,0,"2018-12",759721.607111938,2050735.59797153,175.848963482483,20.3743019466327,24.6744994847922,1.72793347028334,0.342701271453497,114.117012408083,0.369375482149926,0.0075121015396856,0.308677585557716,0.0105088115470128,0.0660582906557045,0.224606125252025,0.008916567373223,10,"trees"
"2018-12-06","Santo",18.53125,-72.53975,"BG- Sentinel",0,0,6,0,0,0,"2018-12",759721.607111938,2050735.59797153,175.848963482483,20.3743019466327,24.6744994847922,1.72793347028334,0.342701271453497,114.117012408083,0.369375482149926,0.0075121015396856,0.308677585557716,0.0105088115470128,0.0660582906557045,0.224606125252025,0.008916567373223,10,"trees"
